CO,CID,SID,ACTIVITY,SCORE,INHIBITION,STDDEV
1785,857411,6602706,0,0,-2.68,1.44491
1786,24840557,2999285,0,0,-2.76,0.268706
1787,24784938,6484377,0,0,-2.79,0.42997
1788,24784009,2187583,0,0,-2.81,0.749103
1789,24801906,67061,0,0,-2.82,1.89479
1790,861886,663112,0,0,-2.85,0.244461
1791,49820210,3335953,0,0,-2.86,0.329898
1792,22416022,2917861,0,0,-2.87,1.03993
1793,49827128,24819553,0,0,-2.91,1.28373
1794,26658574,16681765,0,0,-2.96,0.60346
1795,17504283,6375861,0,0,-2.96,0.82975
1796,49716400,1043228,0,0,-2.96,0.588281
1797,7965063,940979,0,0,-2.97,0.0799911
1798,24802639,742286,0,0,-2.99,1.783
1799,861938,663162,0,0,-2.99,1.25448
1800,24824134,14987,0,0,-3,1.62558
1801,26660980,854236,0,0,-3.01,1.49131
1802,56319374,24687805,0,0,-3.03,0.427203
1803,56314795,16280566,0,0,-3.03,0.451193
1804,51089229,7502810,0,0,-3.04,0.659477
1805,857303,9571476,0,0,-3.06,1.099
1806,51086854,18574507,0,0,-3.07,1.48184
1807,16952607,6905901,0,0,-3.09,1.02569
1808,3717544,2322121,0,0,-3.09,2.61606
1809,24810538,16193129,0,0,-3.11,0.786104
1810,51086423,24892090,0,0,-3.12,1.07446
1811,24792119,5337414,0,0,-3.13,2.46912
1812,51089359,24892409,0,0,-3.14,0.250401
1813,24795049,135433295,0,0,-3.14,2.8398
1814,49641023,849788,0,0,-3.22,0.542163
1815,49641399,954601,0,0,-3.24,0.683717
1816,56314808,135715056,0,0,-3.25,0.976307
1817,7971195,5310409,0,0,-3.28,0.975513
1818,850492,2951638,0,0,-3.3,1.20657
1819,56318207,24980199,0,0,-3.3,0.564615
1820,861353,662603,0,0,-3.31,0.996834
1821,56323433,7821800,0,0,-3.35,1.23885
1822,7977315,251561,0,0,-3.35,1.6065
1823,14734162,5883673,0,0,-3.4,1.58748
1824,56318411,24980313,0,0,-3.46,0.727946
1825,847386,649781,0,0,-3.52,0.216522
1826,22404427,2916909,0,0,-3.56,0.660715
1827,56317285,24687655,0,0,-3.57,1.08527
1828,49668343,24761368,0,0,-3.64,0.868709
1829,49717957,6463353,0,0,-3.69,1.31178
1830,47195782,23723160,0,0,-3.7,0.540396
1831,50086555,54686003,0,0,-3.79,0.787941
1832,24830346,4999449,0,0,-3.84,0.680501
1833,24793105,971346,0,0,-3.84,0.528677
1834,49670962,20903724,0,0,-3.87,0.810455
1835,47199212,1820257,0,0,-3.88,0.967635
1836,4243403,3238131,0,0,-3.97,1.56401
1837,56319992,24981107,0,0,-4.1,0.278334
1838,863584,664833,0,0,-4.1,1.41016
1839,17411920,135501759,0,0,-4.11,2.04181
1840,14728276,4369910,0,0,-4.13,0.433899
1841,24815505,7207422,0,0,-4.14,0.886687
1842,4264327,2216494,0,0,-4.15,1.1075
1843,49733940,24793460,0,0,-4.16,0.290484
1844,51090746,5096777,0,0,-4.16,0.145147
1845,49731062,15992615,0,0,-4.16,1.28595
1846,14740866,951154,0,0,-4.17,1.27025
1847,14726641,1452080,0,0,-4.26,1.59734
1848,24811397,2846928,0,0,-4.31,0.202712
1849,17511314,5200925,0,0,-4.34,1.19623
1850,49673953,16237309,0,0,-4.38,1.2238
1851,47197830,960709,0,0,-4.41,1.2586
1852,14723119,208532,0,0,-4.43,1.36944
1853,4247827,3241987,0,0,-4.44,0.249024
1854,49713822,135693579,0,0,-4.47,0.324731
1855,24802606,2948593,0,0,-4.49,0.627892
1856,49716195,135412536,0,0,-4.5,0.291582
1857,47200563,2269216,0,0,-4.51,1.14375
1858,24804838,3127917,0,0,-4.51,2.08973
1859,26724130,16745333,0,0,-4.58,1.22894
1860,56317712,24980018,0,0,-4.64,0.139711
1861,51090352,16829903,0,0,-4.73,2.48056
1862,49721124,24791626,0,0,-4.77,1.91635
1863,14724760,812967,0,0,-4.87,0.86892
1864,4252187,715999,0,0,-4.97,1.54925
1865,7970890,2987989,0,0,-4.97,0.42234
1866,14746346,5342745,0,0,-5.03,0.200391
1867,49648059,256661,0,0,-5.03,0.97205
1868,7966040,5307975,0,0,-5.1,2.4622
1869,56323467,9083795,0,0,-5.12,1.41203
1870,56320051,7871050,0,0,-5.12,0.859037
1871,4258223,2960620,0,0,-5.19,0.61789
1872,56319886,24981027,0,0,-5.21,0.710911
1873,49714144,5298141,0,0,-5.24,0.753013
1874,14738031,6624488,0,0,-5.25,0.556156
1875,56315956,16365183,0,0,-5.37,0.209482
1876,47203641,675058,0,0,-5.47,0.859159
1877,24789563,16189428,0,0,-5.48,0.521127
1878,22415881,2907730,0,0,-5.49,0.727759
1879,843580,645882,0,0,-5.55,0.162554
1880,49826046,3416059,0,0,-5.59,0.382501
1881,56322827,24982237,0,0,-5.65,0.840904
1882,3714512,135415477,0,0,-5.7,0.080707
1883,14746923,2105511,0,0,-5.73,1.17137
1884,26731882,16746087,0,0,-5.85,0.794519
1885,56316833,24979631,0,0,-5.87,0.916606
1886,17410029,3759425,0,0,-5.92,1.40294
1887,49675307,2470333,0,0,-5.92,0.585786
1888,49645896,9668913,0,0,-5.95,0.68885
1889,24813300,16193983,0,0,-6,2.39492
1890,17512177,12005597,0,0,-6.07,0.707049
1891,26724169,16745385,0,0,-6.11,2.50582
1892,51089876,12647563,0,0,-6.12,2.64624
1893,49736284,24793742,0,0,-6.13,1.8881
1894,49670212,3384730,0,0,-6.15,1.06301
1895,56321573,16385206,0,0,-6.37,1.41668
1896,49815768,24816490,0,0,-6.37,0.981807
1897,24810324,16193062,0,0,-6.49,0.3815
1898,845448,647799,0,0,-6.57,0.623616
1899,24785202,16188724,0,0,-6.87,1.57351
1900,859342,660643,0,0,-6.89,1.04173
1901,24802628,135435852,0,0,-6.91,0.581102
1902,14739290,960708,0,0,-7.11,0.548794
1903,24824289,16195700,0,0,-7.31,0.901586
1904,49737527,24794225,0,0,-7.38,0.750347
1905,14742164,135458800,0,0,-7.49,1.97355
1906,56322574,5709759,0,0,-7.75,0.904506
1907,51087912,10787985,0,0,-7.84,1.61596
1908,17512349,6401676,0,0,-7.85,0.223572
1909,26662995,16682325,0,0,-8.11,0.935132
1910,24833978,16196578,0,0,-8.16,1.70923
1911,4256005,2965665,0,0,-8.4,1.51789
1912,11532948,6420009,0,0,-8.55,0.861113
1913,50085986,3005572,0,0,-8.69,0.888159
1914,7974156,960705,0,0,-8.75,2.4072
1915,4244723,1427493,0,0,-8.89,0.878492
1916,47201955,668693,0,0,-8.99,0.70317
1917,11532937,3396,0,0,-9.01,2.9147
1918,14745867,9551997,0,0,-9.12,1.54661
1919,56463559,4621,0,0,-9.33,2.26816
1920,14728890,9549925,0,0,-10.04,0.921535
1921,26724168,16745383,0,0,-10.38,0.568127
1922,56320885,31280,0,0,-10.55,0.666504
1923,14744983,109673,0,0,-10.69,1.24071
1924,17403351,11957314,0,0,-10.7,1.12092
1925,49729246,24792586,0,0,-10.71,0.85294
1926,14745311,9551974,0,0,-10.71,2.03427
1927,26666154,5236119,0,0,-10.8,1.21641
1928,26661316,16682214,0,0,-11.34,0.502449
1929,14739360,960678,0,0,-11.35,1.24874
1930,17506414,2902755,0,0,-11.39,0.565159
1931,14743820,9551880,0,0,-11.83,0.260473
1932,26659257,2846928,0,0,-11.96,0.279155
1933,56422267,25102370,0,0,-13.02,1.19982
1934,56436778,24983166,0,0,-14.57,0.697036
1935,24833983,16196586,0,0,-14.74,1.02898
1936,24834013,16196636,0,0,-16.79,1.66274
1937,24788455,4092732,0,0,-17.08,1.3927
1938,24815907,16194784,0,0,-17.52,1.0595
1939,26663452,16682362,0,0,-18,1.45145
1940,56323254,18190088,0,0,-19.51,1.48337
1941,56322346,7677683,0,0,-22.95,1.89797
1942,49815809,24816521,0,0,-23.21,1.00467
1943,24833985,16196590,0,0,-24.36,1.43086
1944,49724743,24792195,0,0,-51.68,77.4607
